styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour,shared_elements
6112,1,6114,1.0,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6112,2,6111,1.0,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6112,3,6113,0.914,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6112,4,8341,0.8678,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6112,5,6130,0.8643,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
6113,1,6111,0.914,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6113,2,6112,0.914,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6113,3,6114,0.914,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6113,4,8113,0.8676,3,6,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6113,5,8341,0.8487,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6114,1,6112,1.0,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6114,2,6111,1.0,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6114,3,6113,0.914,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6114,4,8341,0.8678,2,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6114,5,6130,0.8643,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
6121,1,6129,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6121,2,6122,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6121,3,6123,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6121,4,6221,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6121,5,6130,0.799,2,3,Performing General Physical Activities; Operations Monitoring; Operation and Control
6122,1,6129,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6122,2,6121,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6122,3,6123,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6122,4,6221,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6122,5,6130,0.799,2,3,Performing General Physical Activities; Operations Monitoring; Operation and Control
6123,1,6129,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6123,2,6121,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6123,3,6122,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6123,4,6221,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6123,5,6130,0.799,2,3,Performing General Physical Activities; Operations Monitoring; Operation and Control
6129,1,6123,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6129,2,6121,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6129,3,6122,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6129,4,6221,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6129,5,6130,0.799,2,3,Performing General Physical Activities; Operations Monitoring; Operation and Control
6130,1,6111,0.8643,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
6130,2,6114,0.8643,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
6130,3,6112,0.8643,3,2,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Operations Monitoring"
6130,4,8341,0.8586,3,2,"Operation and Control; Operating Vehicles, Mechanized Devices, or Equipment; Operations Monitoring"
6130,5,6210,0.8468,3,5,"Operating Vehicles, Mechanized Devices, or Equipment; Operation and Control; Repairing and Maintaining Mechanical Equipment"
6210,1,8111,0.874,5,6,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Operation and Control"
6210,2,9213,0.8693,5,2,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection; Repairing and Maintaining Mechanical Equipment"
6210,3,8342,0.8672,5,5,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Operation and Control"
6210,4,9212,0.8586,5,1,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection; Operation and Control"
6210,5,9216,0.8489,5,2,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection; Equipment Maintenance"
6221,1,6123,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6221,2,6121,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6221,3,6122,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6221,4,6129,1.0,2,2,Science; Management of Financial Resources; Performing General Physical Activities
6221,5,6130,0.799,2,3,Performing General Physical Activities; Operations Monitoring; Operation and Control
6222,1,6224,1.0,2,2,"Equipment Selection; Repairing and Maintaining Mechanical Equipment; Operating Vehicles, Mechanized Devices, or Equipment"
6222,2,9216,0.8901,2,2,"Equipment Selection; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Maintenance"
6222,3,6210,0.8376,2,5,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Equipment Selection"
6222,4,6130,0.834,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Repairing and Maintaining Mechanical Equipment"
6222,5,9213,0.8154,2,2,"Equipment Selection; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Maintenance"
6224,1,6222,1.0,2,2,"Equipment Selection; Repairing and Maintaining Mechanical Equipment; Operating Vehicles, Mechanized Devices, or Equipment"
6224,2,9216,0.8901,2,2,"Equipment Selection; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Maintenance"
6224,3,6210,0.8376,2,5,"Operating Vehicles, Mechanized Devices, or Equipment; Repairing and Maintaining Mechanical Equipment; Equipment Selection"
6224,4,6130,0.834,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Repairing and Maintaining Mechanical Equipment"
6224,5,9213,0.8154,2,2,"Equipment Selection; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Maintenance"
7112,1,7214,0.9273,2,3,"Handling and Moving Objects; Performing General Physical Activities; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
7112,2,8111,0.875,2,6,"Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection; Repairing"
7112,3,7124,0.8684,2,2,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
7112,4,7122,0.8622,2,4,"Performing General Physical Activities; Handling and Moving Objects; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
7112,5,7114,0.8582,2,3,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
7113,1,7114,0.7623,2,3,Performing General Physical Activities; Handling and Moving Objects; Coordinating the Work and Activities of Others
7113,2,7112,0.6303,2,2,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
7113,3,7124,0.6136,2,2,"Performing General Physical Activities; Handling and Moving Objects; Operating Vehicles, Mechanized Devices, or Equipment"
7113,4,7121,0.6032,2,1,"Performing General Physical Activities; Handling and Moving Objects; Estimating the Quantifiable Characteristics of Products, Events, or Information"
7113,5,6113,0.5997,2,3,"Operating Vehicles, Mechanized Devices, or Equipment; Performing General Physical Activities; Handling and Moving Objects"
7114,1,7112,0.8582,3,2,"Handling and Moving Objects; Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment"
7114,2,7122,0.8577,3,4,"Performing General Physical Activities; Handling and Moving Objects; Operating Vehicles, Mechanized Devices, or Equipment"
7114,3,9313,0.8429,3,7,"Performing General Physical Activities; Operating Vehicles, Mechanized Devices, or Equipment; Handling and Moving Objects"
7114,4,7121,0.835,3,1,"Performing General Physical Activities; Handling and Moving Objects; Operating Vehicles, Mechanized Devices, or Equipment"
7114,5,7214,0.8283,3,3,Handling and Moving Objects; Performing General Physical Activities; Controlling Machines and Processes
7115,1,7119,0.8182,1,5,"Installation; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection"
7115,2,7411,0.8175,1,2,"Installation; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection"
7115,3,7213,0.7812,1,3,"Installation; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection"
7115,4,9622,0.7458,1,3,"Installation; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection"
7115,5,7233,0.7293,1,9,"Installation; Equipment Selection; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
7119,1,7411,0.8736,5,2,Installation; Repairing and Maintaining Electronic Equipment; Performing General Physical Activities
7119,2,7115,0.8182,5,1,"Installation; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection"
7119,3,7413,0.8112,5,2,"Installation; Operating Vehicles, Mechanized Devices, or Equipment; Equipment Selection"
7119,4,7213,0.8045,5,3,"Installation; Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment; Equipment Selection"
7119,5,7233,0.8024,5,9,Installation; Repairing; Equipment Selection
7121,1,7114,0.835,1,3,"Performing General Physical Activities; Handling and Moving Objects; Operating Vehicles, Mechanized Devices, or Equipment"
7121,2,9313,0.794,1,7,Installation; Performing General Physical Activities; Repairing and Maintaining Mechanical Equipment
7121,3,7125,0.7924,1,1,Installation; Performing General Physical Activities; Handling and Moving Objects
7121,4,7124,0.7871,1,2,Performing General Physical Activities; Handling and Moving Objects; Installation
7121,5,7122,0.7601,1,4,"Performing General Physical Activities; Handling and Moving Objects; Estimating the Quantifiable Characteristics of Products, Events, or Information"
7122,1,7124,0.8723,4,2,"Performing General Physical Activities; Handling and Moving Objects; Operating Vehicles, Mechanized Devices, or Equipment"
