nus_kode,nus_kode_forelder,nus_niva,nus_aktiv,nus_navn_nb,nus_kortnavn_nb,nus_navn_en,isced2013_kode,isced2013_navn
358112,3581,5,True,"Hotell- og næringsmiddelfag, VK I",,"Hotel and food processing trades, Advanced Course I",0721,Food processing
358113,3581,5,True,"Restaurant- og matfag, Vg1",,"Restaurant and food processing, upper secondary level 1 (Vg1)",1013,"Hotel, restaurants and catering"
358114,3581,5,True,"Kokk- og servitørfag, Vg2",Kokk- og servitørfag,"Cookery and waiting, upper secondary level 2 (Vg2)",1013,"Hotel, restaurants and catering"
358115,3581,5,True,"Matfag, Vg2",,"Food and beverages, upper secondary level 2 (Vg2)",0721,Food processing
358116,3581,5,True,"Restaurant- og matfag med studiespesialisering, Vg2",Restaurant- og matfag,"Restaurant and food processing with specialization in general studies, upper secondary level 2 (Vg2)",0721,Food processing
358117,3581,5,True,"Restaurant- og matfag, Vg1, grunnkompetanse",,"Restaurant and food processing, upper secondary level 1 (Vg1), basic competence",1013,"Hotel, restaurants and catering"
358118,3581,5,True,"Kokk- og servitørfag, Vg2, grunnkompetanse",,"Cookery and waiting, upper secondary level 2 (Vg2), basic competence",1013,"Hotel, restaurants and catering"
358119,3581,5,True,"Matfag, Vg2, grunnkompetanse",,"Food and beverages, upper secondary level 2 (Vg2), basic competence",0721,Food processing
358120,3581,5,True,"Baker og konditor, Vg2",,Baker and confectioner level 2 (Vg2),0721,Food processing
358121,3581,5,True,"Baker og konditor, Vg2, grunnkompetanse",,"Baker and confectioner level 2 (Vg2), basic competence",0721,Food processing
358122,3581,5,True,"Matproduksjon, Vg2",,Food Production level 2 (Vg2),0721,Food processing
358123,3581,5,True,"Matproduksjon, Vg2, grunnkompetanse",,"Food Production level 2 (Vg2), basic competence",0721,Food processing
358199,3581,5,True,"Næringsmiddelproduksjon, uspesifisert, videregående, grunnutdanning",Næringsmiddelproduksjonsfag,"Food processing, unspecified, upper secondary, basic education",0721,Food processing
3582,358,4,True,Tekstil- og skinnproduksjon,,Textile and leather production,,
358201,3582,5,True,"Utdanning i skotøyarbeid, videregående, grunnutdanning",,"Shoemaking, upper secondary, basic education",0723,"Textiles (clothes, footwear and leather)"
358202,3582,5,True,"Industritekstil og design, Vg2",Industritekstil og design,"Industrial textile design, upper secondary level 2 (Vg2)",0723,"Textiles (clothes, footwear and leather)"
358299,3582,5,True,"Tekstil- og skinnproduksjon, uspesifisert, videregående, grunnutdanning",Tekstil- og skinnproduksjon,"Textile and leather production, unspecified, upper secondary, basic education",0723,"Textiles (clothes, footwear and leather)"
3583,358,4,True,"Produksjon av tre, papir, plast og glass",,"Production of wood, paper, plastic and glass",,
358301,3583,5,True,"Musikkinstrumentmaker, videregående, grunnutdanning",,"Musical instrument maker, upper secondary, basic education",0214,Handicrafts
358302,3583,5,True,"Møbeltapetserer, videregående, grunnutdanning",Møbeltapetsererfag,"Furniture upholsterer, upper secondary, basic education",0722,"Materials (glass, paper, plastic and wood)"
358303,3583,5,True,"Møbeltapetserfag, VK I",,"Furniture upholstering, Advanced Course I",0722,"Materials (glass, paper, plastic and wood)"
358304,3583,5,True,"Pianostemming og pianoteknikk, Vg2",Pianostemming,"Piano tuning and repair, upper secondary level 2 (Vg2)",0214,Handicrafts
358305,3583,5,True,"Plastfag, VK I",Plastfag,"Plastics, Advanced Course I",0722,"Materials (glass, paper, plastic and wood)"
358306,3583,5,True,"Snekker- og trearbeidsfag, videregående, grunnutdanning",Snekker- og trearbeidsfag,"Joinery and woodworking trades, upper secondary, basic education",0722,"Materials (glass, paper, plastic and wood)"
358307,3583,5,True,"Snekkerfag, VK I",Snekkerfag,"Joinery, Advanced Course I",0722,"Materials (glass, paper, plastic and wood)"
358308,3583,5,True,"Snekkere, toårig grunnkurs",Snekkerfag,"Carpenter, two-year foundation course",0722,"Materials (glass, paper, plastic and wood)"
358309,3583,5,True,"Trearbeidsfag, grunnkurs",Trearbeidsfag,"Woodworking trades, foundation course",0722,"Materials (glass, paper, plastic and wood)"
358310,3583,5,True,"Trebåtbyggerfag, VK I",Trebåtbyggerfag,"Wooden boat building, Advanced Course I",0722,"Materials (glass, paper, plastic and wood)"
358311,3583,5,True,"Trelastfag, VK I",Trelastfag,"Timber processing, Advanced Course I",0722,"Materials (glass, paper, plastic and wood)"
358312,3583,5,True,"Treskjærerfag, VK I",,"Wood carving, Advanced Course I",0214,Handicrafts
358313,3583,5,True,"Båtbyggerfag, Vg2",Båtbyggerfag,"Boat building, upper secondary level 2 (Vg2)",0722,"Materials (glass, paper, plastic and wood)"
358314,3583,5,True,"Industriell møbelproduksjon, Vg2",,"Industrial furniture production, upper secondary level 2 (Vg2)",0722,"Materials (glass, paper, plastic and wood)"
358315,3583,5,True,"Design og trearbeid, Vg2",,"Design and woodworking, upper secondary level 2 (Vg2)",0722,"Materials (glass, paper, plastic and wood)"
358316,3583,5,True,"Design og trearbeid, Vg2, grunnkompetanse",,"Design and woodworking, upper secondary level 2 (Vg2), basic competence",0722,"Materials (glass, paper, plastic and wood)"
358317,3583,5,True,"Plast og kompositt, Vg2",,"Plastics and composite, upper secondary level 2 (Vg2)",0722,"Materials (glass, paper, plastic and wood)"
358318,3583,5,True,"Båtbygger, Vg2",,Boat building level 2 (Vg2),0722,"Materials (glass, paper, plastic and wood)"
358319,3583,5,True,"Båtbygger, Vg2, grunnkompetanse",,"Boat building level 2 (Vg2), basic competence",0722,"Materials (glass, paper, plastic and wood)"
358320,3583,5,True,"Trearbeid, Vg2",,Woodworking level 2 (Vg2),0722,"Materials (glass, paper, plastic and wood)"
358321,3583,5,True,"Trearbeid, Vg2, grunnkompetanse",,"Woodworking level 2 (Vg2), basic competence",0722,"Materials (glass, paper, plastic and wood)"
358399,3583,5,True,"Produksjon av tre, papir, plast og glass, uspesifisert, videregående, grunnutdanning",Videregående (industriproduksjon),"Production of wood, paper, plastic and glass, unspecified, upper secondary, basic education",0722,"Materials (glass, paper, plastic and wood)"
3584,358,4,True,Gruvedrift og utvinning,,Mining and extraction,,
358401,3584,5,True,"Brønnteknikk, Vg2",Brønnteknikkfag,"Well technology, upper secondary level 2 (Vg2)",0724,Mining and extraction
358402,3584,5,True,"Oljeproduksjonsteknikk, videregående, grunnutdanning",Oljeproduksjonsteknikk,"Oil production technology, upper secondary, basic education",0724,Mining and extraction
358403,3584,5,True,"Steinfag, VK I",Steinfag,"Stonework, Advanced Course I",0724,Mining and extraction
358499,3584,5,True,"Gruvedrift og utvinning, uspesifisert, videregående, grunnutdanning",Fjell- og bergverksfag,"Mining and extraction, unspecified, upper secondary, basic education",0724,Mining and extraction
3589,358,4,True,"Fabrikasjon og utvinning, andre",,"Manufacturing and extraction, other",,
358999,3589,5,True,"Fabrikasjon og utvinning, andre, uspesifiserte, videregående, grunnutdanning",Fabrikasjon og utvinning,"Manufacturing and extraction, other, unspecified, upper secondary, basic education",0724,Mining and extraction
359,35,3,True,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",,"Natural sciences, vocational and technical subjects, other",,
3599,359,4,True,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",,"Natural sciences, vocational and technical subjects, other",,
359901,3599,5,True,"Blikkenslagerarbeid og annet tynnplatearbeid, videregående, grunnutdanning",Blikkenslagerfag,"Tinsmithing and other sheet metal work, upper secondary, basic education",0715,Mechanics and metal trades
359902,3599,5,True,Dykkerkurs,,Diving course,1032,Protection of persons and property
359903,3599,5,True,"Industri- og produksjonsarbeid, videregående, grunnutdanning",Industri- og produksjonsarbeid,"Industrial and manufacturing work, upper secondary, basic education",0729,Manufacturing and processing not elsewhere classified
359904,3599,5,True,Lærlingskole,Lærlingskole,Apprentice school,0799,"Engineering, manufacturing and construction not elsewhere classified"
359905,3599,5,True,"Vaktmesterfag, videregående, grunnutdanning",Vaktmesterfag,"Caretaker training, upper secondary, basic education",1011,Domestic services
359999,3599,5,True,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre, uspesifiserte, videregående, grunnutdanning",Påbegynt videregående utdanning,"Natural sciences, vocational and technical subjects, other, unspecified, upper secondary, basic education",0588,"Inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics"
36,3,2,True,"Helse-, sosial- og idrettsfag",,"Health, welfare and sport",,
361,36,3,True,Pleie- og omsorgsfag,,Nursing and caring,,
3611,361,4,True,Sykepleiefag,,Nursing,,
361101,3611,5,True,"Barsel- og barnepleier, videregående, grunnutdanning",Barsel- og barnepleie,"Maternity and paediatric nursing, upper secondary, basic education",0913,Nursing and midwifery
361199,3611,5,True,"Sykepleiefag, uspesifiserte, videregående, grunnutdanning",Helsefagarbeiderfag,"Nursing, unspecified, upper secondary, basic education",0913,Nursing and midwifery
3612,361,4,True,Hjelpepleiefag,,Auxiliary nursing,,
361201,3612,5,True,Hjelpepleierskole,Hjelpepleie,School of auxiliary nursing,0913,Nursing and midwifery
361202,3612,5,True,Hjelpepleierutdanning,Hjelpepleie,Training for auxiliary nurses,0913,Nursing and midwifery
361203,3612,5,True,"Hjelpepleier, VK I",,"Nursing auxiliary skills, Advanced Course I",0913,Nursing and midwifery
361299,3612,5,True,"Hjelpepleiefag, uspesifiserte, videregående, grunnutdanning",,"Auxiliary nursing, unspecified, upper secondary, basic education",0913,Nursing and midwifery
3613,361,4,True,Vernepleiefag,,Social education,,
361301,3613,5,True,Hjelpepleiere i vernepleie,Hjelpepleie i vernepleie,Auxiliary nurses in social education,0913,Nursing and midwifery
361399,3613,5,True,"Vernepleiefag, uspesifiserte, videregående, grunnutdanning",,"Social education, unspecified, upper secondary, basic education",0913,Nursing and midwifery
3619,361,4,True,"Pleie- og omsorgsfag, andre",,"Nursing and caring, other",,
361901,3619,5,True,"Hjemmehjelputdanning, videregående, grunnutdanning",,"Training for home helps, upper secondary, basic education",0913,Nursing and midwifery
361902,3619,5,True,"Omsorgsfag, VK I",Omsorgsarbeiderfag,"Care work, Advanced Course I",0913,Nursing and midwifery
361903,3619,5,True,"Helsearbeiderfag, Vg2",,"Health work, upper secondary level 2 (Vg2)",0913,Nursing and midwifery
361904,3619,5,True,"Helsearbeiderfag, Vg2, grunnkompetanse",,"Health work, upper secondary level 2 (Vg2), basic competence",0913,Nursing and midwifery
361999,3619,5,True,"Pleie- og omsorgsfag, andre, uspesifiserte, videregående, grunnutdanning",Pleie- og omsorgsfag,"Nursing and caring, other, unspecified, upper secondary, basic education",0913,Nursing and midwifery
362,36,3,True,Sosialfag,,Social services,,
3621,362,4,True,Sosialfag,,Social services,,
362101,3621,5,True,"Barne- og ungdomsarbeiderfag, Vg2",Barne- og ungdomsarbeiderfag,"Child care and youth work, upper secondary level 2 (Vg2)",0922,Child care and youth services
362102,3621,5,True,"Småbarnsvirksomhet, videregående, grunnutdanning",Småbarnsvirksomhet,"Services for young children, upper secondary, basic education",0922,Child care and youth services
362103,3621,5,True,"Barne- og ungdomsarbeiderfag, Vg2, grunnkompetanse",,"Child care and youth work, upper secondary level 2 (Vg2), basic competence",0922,Child care and youth services
362199,3621,5,True,"Sosialfag, uspesifiserte, videregående, grunnutdanning",Helse- og omsorgsfag,"Social services, unspecified, upper secondary, basic education",0923,Social work and counselling
3629,362,4,True,"Sosialfag, andre",,"Social services, other",,
362999,3629,5,True,"Sosialfag, andre, uspesifiserte, videregående, grunnutdanning",,"Social services, other, unspecified, upper secondary, basic education",0923,Social work and counselling
363,36,3,True,Medisin,,Medicine,,
3631,363,4,True,Medisin,,Medicine,,
363199,3631,5,True,"Medisin, uspesifisert, videregående, grunnutdanning",,"Medicine, unspecified, upper secondary, basic education",0912,Medicine
3639,363,4,True,"Medisin, andre",,"Medicine, other",,
363999,3639,5,True,"Medisin, andre, uspesifiserte, videregående, grunnutdanning",,"Medicine, other, unspecified, upper secondary, basic education",0912,Medicine
364,36,3,True,Tannhelsefag,,Dental health,,
3641,364,4,True,Odontologi,,Odontology,,
364199,3641,5,True,"Odontologi, uspesifisert, videregående, grunnutdanning",,"Odontology, unspecified, upper secondary, basic education",0911,Dental studies
3642,364,4,True,Tannpleiefag,,Dental care,,
364201,3642,5,True,"Tannlegeassistentutdanning, videregående, grunnutdanning",Tannlegeassistentfag,"Training for dental assistants, upper secondary, basic education",0911,Dental studies
364202,3642,5,True,"Tannlegeassistenter, toårig grunnkurs",Tannlegeassistentfag,"Dental assistants, two-year foundation course",0911,Dental studies
364299,3642,5,True,"Tannpleiefag, uspesifiserte, videregående, grunnutdanning",,"Dental care, unspecified, upper secondary, basic education",0911,Dental studies
3643,364,4,True,Tannteknikk,,Dental technology,,
364301,3643,5,True,"Tannteknikerfaget, VK I",,"Dental technology, Advanced Course I",0911,Dental studies
364399,3643,5,True,"Tannteknikk, uspesifisert, videregående, grunnutdanning",,"Dental technology, unspecified, upper secondary, basic education",0911,Dental studies
3649,364,4,True,"Tannhelsefag, andre",,"Dental health, other",,
364999,3649,5,True,"Tannhelsefag, andre, uspesifiserte, videregående, grunnutdanning",,"Dental health, other, unspecified, upper secondary, basic education",0911,Dental studies
365,36,3,True,Terapeutiske fag,,Therapy,,
3651,365,4,True,Ergoterapi,,Occupational therapy,,
